customer_id,customer_name,age,gender,occupation,home_country,home_city,account_type,account_open_date,account_age_days,previous_fraud_flag,customer_risk_segment,total_transactions,total_fraud_transactions,fraud_rate,lifetime_spend,avg_transaction_amount
CUST00680,Christopher Adams,51,Male,Architect,United Kingdom,London,Checking,31/03/2015,3928,0,Medium,2,0,0.00%,809.53,404.77
CUST00681,Sofia Hill,41,Female,Retail Manager,United Kingdom,Leeds,Checking,01/10/2017,3013,0,Low,8,0,0.00%,"1,289.90",161.24
CUST00682,Carol Kim,28,Female,Marketing Specialist,United States,Chicago,Premium,30/01/2018,2892,0,Low,6,0,0.00%,381.36,63.56
CUST00683,Laura Botha,42,Female,Data Analyst,Australia,Perth,Savings,21/11/2022,1136,0,Low,4,0,0.00%,293.04,73.26
CUST00684,Sofia Nelson,48,Female,Consultant,Brazil,Brasilia,Checking,17/08/2020,1962,0,Low,6,0,0.00%,"1,741.88",290.31
CUST00685,Mei Schmidt,38,Female,Data Analyst,Mexico,Monterrey,Savings,27/10/2023,796,0,Low,2,0,0.00%,150.15,75.08
CUST00686,Steven Young,52,Male,Teacher,United States,Seattle,Savings,23/08/2019,2322,0,Low,4,0,0.00%,216.14,54.04
CUST00687,Stephanie Allen,52,Female,Data Analyst,United States,Phoenix,Checking,23/08/2023,861,0,Low,3,0,0.00%,347.96,115.99
CUST00688,Deborah Tanaka,35,Female,Operations Manager,Ireland,Cork,Savings,18/06/2018,2753,1,High,10,3,30.00%,"4,523.03",452.3
CUST00689,Margaret Adams,57,Female,HR Manager,Singapore,Singapore,Checking,15/04/2013,4643,0,Low,5,0,0.00%,"1,083.13",216.63
CUST00690,Thandiwe Park,36,Female,Data Analyst,Mexico,Mexico City,Savings,21/11/2016,3327,0,Low,7,0,0.00%,"1,009.22",144.17
CUST00691,Thandiwe Ramirez,42,Female,University Professor,United Kingdom,Edinburgh,Checking,20/07/2014,4182,0,Low,8,0,0.00%,"2,434.15",304.27
CUST00692,Grace Singh,54,Female,Pharmacist,United States,Los Angeles,Premium,18/07/2015,3819,0,Low,5,0,0.00%,241.64,48.33
CUST00693,Mohammed Nelson,49,Male,Teacher,United States,Los Angeles,Business,05/02/2023,1060,0,Low,8,0,0.00%,506.8,63.35
CUST00694,Freya Martinez,18,Female,Project Manager,United Kingdom,Manchester,Checking,14/09/2013,4491,0,Low,5,1,20.00%,289.91,57.98
CUST00695,Raj Kim,56,Male,Electrician,South Africa,Cape Town,Checking,24/09/2023,829,0,Low,4,0,0.00%,230.96,57.74
CUST00696,James Rodriguez,51,Male,Freelance Writer,United Kingdom,Leeds,Savings,30/05/2023,946,0,Medium,5,0,0.00%,903.27,180.65
CUST00697,Stephen Wilson,35,Male,Small Business Owner,Spain,Valencia,Premium,16/07/2020,1994,0,High,10,0,0.00%,"1,473.32",147.33
CUST00698,Jacob Carter,26,Male,Lawyer,Brazil,Sao Paulo,Checking,09/08/2018,2701,0,Low,8,0,0.00%,"1,779.40",222.43
CUST00699,Luca Patel,33,Male,Operations Manager,France,Marseille,Savings,25/02/2013,4692,0,Low,9,0,0.00%,798.82,88.76
CUST00700,Santiago Mitchell,43,Male,Software Engineer,Mexico,Monterrey,Savings,09/02/2014,4343,0,High,11,1,9.10%,937.45,85.22
CUST00701,James Patel,20,Male,Data Analyst,Japan,Tokyo,Premium,02/07/2020,2008,0,Low,1,0,0.00%,47.5,47.5
CUST00702,Noor Hall,51,Female,Civil Engineer,Germany,Hamburg,Savings,06/10/2013,4469,0,Low,1,0,0.00%,234.76,234.76
CUST00703,Nancy White,55,Female,Marketing Specialist,Germany,Frankfurt,Business,28/09/2021,1555,0,Low,8,0,0.00%,972.01,121.5
CUST00704,Olga Miller,53,Female,University Professor,Brazil,Salvador,Premium,09/09/2016,3400,0,Low,3,0,0.00%,985.87,328.62
CUST00705,David Allen,34,Male,Nurse,Canada,Vancouver,Checking,13/10/2015,3732,0,High,4,0,0.00%,455.2,113.8
CUST00706,Melissa Taylor,48,Female,Real Estate Agent,South Africa,Durban,Savings,16/04/2021,1720,0,Medium,3,1,33.30%,198.77,66.26
CUST00707,Margaret Green,49,Female,Retail Manager,Germany,Hamburg,Checking,28/03/2020,2104,0,Low,6,0,0.00%,"1,206.78",201.13
CUST00708,Brandon Martin,42,Male,Project Manager,Mexico,Monterrey,Savings,01/11/2019,2252,0,Low,8,1,12.50%,"1,569.30",196.16
CUST00709,Nancy Smith,40,Female,Consultant,United Kingdom,Manchester,Savings,09/02/2015,3978,0,Medium,6,0,0.00%,740.32,123.39
CUST00710,Sharon Scott,46,Female,Customer Support Rep,France,Marseille,Business,31/05/2022,1310,0,Low,8,0,0.00%,802.36,100.3
CUST00711,Nicholas Muller,64,Male,Chef,Italy,Naples,Checking,26/03/2015,3933,0,Medium,10,0,0.00%,"2,627.19",262.72
CUST00712,Lisa Hernandez,41,Female,Customer Support Rep,France,Marseille,Checking,16/04/2014,4277,0,Low,5,0,0.00%,681.28,136.26
CUST00713,Margaret King,26,Female,Retired,Italy,Rome,Savings,06/10/2015,3739,0,Medium,8,1,12.50%,"1,092.60",136.58
CUST00714,Stephen Brown,27,Male,Customer Support Rep,United Kingdom,Leeds,Savings,05/06/2017,3131,0,Low,5,0,0.00%,700.37,140.07
CUST00715,Jennifer Okafor,41,Female,Financial Analyst,United Kingdom,Leeds,Checking,23/11/2013,4421,0,Low,6,0,0.00%,367.84,61.31
CUST00716,Klaus Martin,32,Male,Physician,India,Chennai,Checking,01/06/2021,1674,0,Medium,6,0,0.00%,"1,575.62",262.6
CUST00717,Donna Moore,32,Female,Chef,Mexico,Monterrey,Checking,13/03/2018,2850,0,Low,4,1,25.00%,377.73,94.43
CUST00718,James Walker,39,Male,University Professor,Japan,Osaka,Checking,06/06/2015,3861,0,Low,6,0,0.00%,866.1,144.35
CUST00719,Matthew Haddad,48,Male,Project Manager,India,Delhi,Savings,01/09/2015,3774,0,Low,10,1,10.00%,"1,845.32",184.53
CUST00720,Jennifer Lewis,39,Female,Freelance Writer,United States,Boston,Checking,27/04/2021,1709,0,Medium,3,0,0.00%,268.63,89.54
CUST00721,Robert Clark,37,Male,HR Manager,United Kingdom,Birmingham,Checking,27/07/2019,2349,0,High,4,0,0.00%,237.82,59.46
CUST00722,Robert Garcia,34,Male,Pharmacist,United States,Seattle,Savings,06/10/2022,1182,0,Low,8,0,0.00%,831.03,103.88
CUST00723,Kimberly King,60,Female,Project Manager,Japan,Osaka,Checking,12/09/2019,2302,0,Low,3,0,0.00%,328.87,109.62
CUST00724,Wei Martinez,33,Male,HR Manager,Canada,Montreal,Checking,13/09/2019,2301,0,Low,4,0,0.00%,770.72,192.68
CUST00725,Edward Rivera,18,Male,Customer Support Rep,United Kingdom,Birmingham,Savings,17/06/2018,2754,0,High,5,0,0.00%,225.77,45.15
CUST00726,Mary Santos,39,Female,Plumber,India,Delhi,Checking,27/12/2018,2561,0,Low,3,0,0.00%,230.61,76.87
CUST00727,Wei Scott,39,Male,Civil Engineer,United States,Chicago,Savings,28/10/2021,1525,0,Low,2,0,0.00%,184.4,92.2
CUST00728,Jessica Robinson,43,Female,Electrician,India,Bengaluru,Checking,04/11/2015,3710,0,Low,9,1,11.10%,"1,156.52",128.5
CUST00729,Priya Clark,56,Female,Project Manager,India,Delhi,Checking,29/08/2016,3411,0,Low,6,0,0.00%,373.45,62.24
CUST00730,Robert Taylor,54,Male,Project Manager,India,Hyderabad,Premium,11/02/2022,1419,0,Medium,6,0,0.00%,674.28,112.38
CUST00731,Olga Jackson,38,Female,Teacher,India,Delhi,Savings,09/01/2021,1817,0,Low,8,1,12.50%,918.95,114.87
CUST00732,Rebecca Haddad,44,Female,Pharmacist,Australia,Sydney,Checking,25/01/2014,4358,0,Low,7,2,28.60%,"1,171.65",167.38
CUST00733,Donna Hernandez,36,Female,Civil Engineer,South Korea,Busan,Checking,12/02/2017,3244,0,Medium,8,0,0.00%,"1,143.92",142.99
CUST00734,Nancy Lewis,19,Female,Customer Support Rep,United States,Miami,Savings,07/03/2017,3221,0,High,11,1,9.10%,"3,198.88",290.81
CUST00735,Thandiwe White,29,Female,Architect,Brazil,Brasilia,Business,15/01/2022,1446,0,Low,5,0,0.00%,814.54,162.91
CUST00736,Gary Rodriguez,39,Male,Marketing Specialist,United Kingdom,Edinburgh,Checking,07/08/2019,2338,0,Medium,3,0,0.00%,204.55,68.18
CUST00737,Jonathan Santos,41,Male,Real Estate Agent,India,Chennai,Savings,26/08/2014,4145,0,Low,2,0,0.00%,480.49,240.25
CUST00738,Nicholas Jones,39,Male,Plumber,Japan,Tokyo,Checking,16/11/2022,1141,0,Low,7,0,0.00%,"1,688.05",241.15
CUST00739,Benjamin Botha,45,Male,Customer Support Rep,United States,New York,Checking,11/11/2013,4433,0,Low,3,0,0.00%,796.45,265.48
CUST00740,Sharon Suzuki,48,Female,Electrician,United Kingdom,Birmingham,Checking,09/02/2014,4343,1,High,5,1,20.00%,523.09,104.62
CUST00741,Sandra Dubois,40,Female,Operations Manager,Brazil,Salvador,Savings,28/12/2019,2195,0,Low,1,0,0.00%,85.55,85.55
CUST00742,Zanele Gonzalez,31,Female,Electrician,United States,Chicago,Business,24/01/2021,1802,0,Medium,8,0,0.00%,"1,518.32",189.79
CUST00743,Kofi Hernandez,47,Male,Small Business Owner,Netherlands,The Hague,Savings,01/02/2014,4351,0,Low,2,0,0.00%,362.92,181.46
CUST00744,James Smith,47,Male,Project Manager,India,Hyderabad,Savings,07/08/2022,1242,0,Medium,6,0,0.00%,913.63,152.27
CUST00745,Mark Green,31,Male,Electrician,Canada,Montreal,Business,22/09/2022,1196,0,Low,4,0,0.00%,257.09,64.27
CUST00746,Emily King,41,Female,University Professor,France,Nice,Checking,03/08/2017,3072,0,Low,4,0,0.00%,"1,451.77",362.94
CUST00747,Carlos Patel,44,Male,Freelance Writer,Mexico,Mexico City,Savings,15/04/2019,2452,0,Low,3,0,0.00%,950.09,316.7
CUST00748,Lisa Mitchell,50,Female,Data Analyst,United Kingdom,Leeds,Savings,30/06/2018,2741,0,Low,7,0,0.00%,"1,325.64",189.38
CUST00749,Timothy Patel,66,Male,Retired,Netherlands,Amsterdam,Checking,01/05/2014,4262,0,Medium,7,1,14.30%,"2,087.87",298.27
CUST00750,Paul Ali,31,Male,Operations Manager,United Kingdom,Manchester,Checking,18/10/2022,1170,0,Low,7,0,0.00%,521.68,74.53
CUST00751,George Okafor,41,Male,Architect,United States,New York,Savings,12/02/2022,1418,0,Medium,4,0,0.00%,652.03,163.01
CUST00752,Hana Lopez,18,Female,Customer Support Rep,United States,Chicago,Premium,19/08/2018,2691,0,Low,5,0,0.00%,674.93,134.99
CUST00753,David King,24,Male,Marketing Specialist,United States,Seattle,Checking,09/01/2023,1087,0,Low,6,1,16.70%,503.31,83.89
CUST00754,Rebecca Suzuki,51,Female,Small Business Owner,United States,New York,Savings,25/04/2013,4633,0,Medium,6,0,0.00%,367.8,61.3
CUST00755,Eric Khan,48,Male,Software Engineer,United States,Houston,Checking,20/05/2014,4243,0,Low,8,0,0.00%,"1,602.54",200.32
CUST00756,Donna Harris,53,Female,Teacher,United Kingdom,Leeds,Savings,12/03/2018,2851,0,Low,10,0,0.00%,"3,593.45",359.35
CUST00757,Daniel Jones,23,Male,Physician,Singapore,Singapore,Premium,29/07/2016,3442,1,High,11,2,18.20%,"1,736.90",157.9
CUST00758,Kenneth Kim,23,Male,Physician,United Kingdom,Edinburgh,Business,17/05/2019,2420,0,High,5,0,0.00%,"1,814.77",362.95
CUST00759,Layla Rodriguez,26,Female,Police Officer,Germany,Berlin,Business,03/10/2017,3011,0,Medium,6,0,0.00%,575.57,95.93
CUST00760,Anastasia Hall,23,Female,Physician,United States,Phoenix,Checking,20/05/2021,1686,0,Low,10,0,0.00%,"2,876.39",287.64
CUST00761,Edward Smith,22,Male,Financial Analyst,South Africa,Johannesburg,Savings,10/05/2019,2427,0,Medium,2,0,0.00%,"1,069.83",534.92
CUST00762,Aiko Nguyen,41,Female,Consultant,South Africa,Johannesburg,Savings,01/12/2014,4048,0,Low,4,0,0.00%,629.48,157.37
CUST00763,Larry Allen,26,Male,Student,Japan,Nagoya,Checking,01/02/2013,4716,0,Low,7,1,14.30%,481.53,68.79
CUST00764,Steven Baker,45,Male,Freelance Writer,United Kingdom,Edinburgh,Checking,11/04/2016,3551,0,Low,4,0,0.00%,259.4,64.85
CUST00765,Patricia Dubois,42,Female,Nurse,United States,Phoenix,Checking,01/03/2023,1036,0,Low,5,1,20.00%,730.4,146.08
CUST00766,Sandra Robinson,63,Female,Operations Manager,United States,Seattle,Premium,18/04/2019,2449,0,Low,2,0,0.00%,606.8,303.4
CUST00767,Mary King,30,Female,Marketing Specialist,United Kingdom,Birmingham,Savings,17/11/2022,1140,0,Low,4,0,0.00%,772.85,193.21
CUST00768,Amanda Martinez,37,Female,Data Analyst,United Kingdom,Manchester,Checking,30/07/2018,2711,0,Low,8,1,12.50%,"1,170.95",146.37
CUST00769,Scott Wright,31,Male,Graphic Designer,South Korea,Seoul,Savings,29/04/2018,2803,0,Low,5,1,20.00%,583.8,116.76
CUST00770,Steven King,31,Male,Civil Engineer,Australia,Melbourne,Checking,24/08/2021,1590,0,Low,9,0,0.00%,"1,786.20",198.47
CUST00771,Melissa Martin,55,Female,Freelance Writer,United States,Los Angeles,Savings,29/07/2022,1251,0,Low,1,0,0.00%,292.24,292.24
CUST00772,Sofia Silva,54,Female,Architect,Italy,Rome,Savings,08/05/2015,3890,0,Low,5,0,0.00%,711.38,142.28
CUST00773,Priya Mitchell,44,Female,Architect,United States,Seattle,Checking,26/05/2018,2776,0,Low,7,0,0.00%,745.79,106.54
CUST00774,Olga Scott,29,Female,Retail Manager,Japan,Osaka,Checking,08/05/2015,3890,0,Low,4,1,25.00%,"1,054.39",263.6
CUST00775,Paul Taylor,39,Male,Teacher,Germany,Hamburg,Checking,22/07/2018,2719,0,Low,8,0,0.00%,"2,985.04",373.13
CUST00776,Timothy Patel,43,Male,University Professor,Mexico,Monterrey,Checking,21/03/2015,3938,0,Low,4,0,0.00%,343.52,85.88
CUST00777,Grace Suzuki,67,Female,Chef,Japan,Yokohama,Checking,10/03/2016,3583,1,High,6,3,50.00%,880.67,146.78
CUST00778,Stephanie Gonzalez,53,Female,Consultant,United States,Seattle,Savings,18/01/2017,3269,0,Low,6,0,0.00%,882.7,147.12
CUST00779,Andrew Walker,45,Male,Financial Analyst,South Africa,Cape Town,Savings,03/03/2013,4686,0,Low,8,0,0.00%,591.55,73.94
CUST00780,Eric Kumar,46,Male,Civil Engineer,Mexico,Guadalajara,Savings,23/01/2016,3630,0,Low,2,0,0.00%,714.04,357.02
CUST00781,Edward Scott,30,Male,Chef,Canada,Vancouver,Premium,06/07/2017,3100,0,Medium,8,0,0.00%,"1,231.10",153.89
CUST00782,Sandra Gonzalez,40,Female,Retired,United States,Phoenix,Checking,26/11/2014,4053,0,Medium,3,0,0.00%,329.39,109.8
CUST00783,Jason Sanchez,52,Male,Sales Manager,South Korea,Seoul,Checking,13/08/2018,2697,0,Low,6,0,0.00%,"1,127.14",187.86
CUST00784,Eric Moore,18,Male,Plumber,United States,Seattle,Checking,11/02/2015,3976,0,Medium,5,0,0.00%,"1,031.69",206.34
CUST00785,Kofi Haddad,18,Male,Teacher,United Kingdom,Edinburgh,Checking,23/10/2022,1165,0,Low,6,1,16.70%,"1,592.52",265.42
CUST00786,Arjun Allen,49,Male,Retail Manager,United States,Los Angeles,Checking,16/11/2018,2602,0,Low,6,0,0.00%,"2,679.04",446.51
CUST00787,Ronald Mensah,52,Male,Data Analyst,Japan,Yokohama,Checking,23/01/2020,2169,1,High,4,0,0.00%,179.78,44.95
CUST00788,Chidi Sanchez,57,Male,Project Manager,United Kingdom,Leeds,Savings,19/08/2016,3421,0,Low,5,0,0.00%,653.98,130.8
CUST00789,Klaus Torres,44,Male,Physician,United States,Seattle,Premium,15/05/2016,3517,0,Low,5,0,0.00%,699.99,140
CUST00790,Cynthia Hernandez,60,Female,Lawyer,Mexico,Monterrey,Premium,15/09/2020,1933,0,Medium,4,0,0.00%,"2,089.54",522.39
CUST00791,Nancy Baker,26,Female,Electrician,Japan,Nagoya,Savings,26/05/2014,4237,0,Medium,5,0,0.00%,"1,250.10",250.02
CUST00792,George Robinson,41,Male,Consultant,United States,Seattle,Checking,06/08/2016,3434,0,Medium,3,0,0.00%,262.73,87.58
CUST00793,Wei Patel,45,Male,Financial Analyst,Brazil,Salvador,Savings,01/03/2015,3958,0,Low,8,0,0.00%,661.81,82.73
CUST00794,Brandon Suzuki,43,Male,Chef,Italy,Turin,Savings,16/01/2022,1445,0,Low,5,0,0.00%,509.31,101.86
CUST00795,Diego Walker,39,Male,Real Estate Agent,Japan,Yokohama,Checking,16/05/2013,4612,0,Low,3,1,33.30%,663.18,221.06
CUST00796,Betty Perez,25,Female,Lawyer,United Kingdom,London,Checking,06/11/2022,1151,0,Low,7,0,0.00%,924.68,132.1
CUST00797,Freya Miller,52,Female,Software Engineer,Germany,Hamburg,Checking,16/01/2018,2906,0,Low,7,0,0.00%,766.18,109.45
CUST00798,Andrew Martin,38,Male,Accountant,Japan,Nagoya,Checking,13/06/2020,2027,0,Medium,6,0,0.00%,571.05,95.18
CUST00799,Cynthia Taylor,55,Female,Sales Manager,United Kingdom,Leeds,Savings,08/07/2014,4194,0,Low,2,0,0.00%,574.79,287.4
CUST00800,Timothy Adams,48,Male,University Professor,Ireland,Cork,Savings,06/09/2018,2673,0,Low,5,0,0.00%,540.5,108.1
CUST00801,Kimberly Okafor,30,Female,Chef,Japan,Osaka,Checking,14/04/2013,4644,0,Low,5,0,0.00%,517.61,103.52
CUST00802,Benjamin Ivanov,33,Male,Pharmacist,United Kingdom,Leeds,Savings,16/01/2019,2541,0,Medium,4,0,0.00%,761.13,190.28
CUST00803,Michelle Hall,50,Female,Retail Manager,United States,Houston,Checking,23/11/2014,4056,0,Low,1,0,0.00%,38.86,38.86
CUST00804,Jeffrey King,50,Male,Sales Manager,Canada,Montreal,Checking,20/10/2023,803,1,High,3,0,0.00%,703.68,234.56
CUST00805,Sarah Hall,45,Female,Small Business Owner,United States,Boston,Savings,02/12/2017,2951,1,High,3,1,33.30%,492.13,164.04
CUST00806,Zanele Dubois,20,Female,Small Business Owner,United Kingdom,London,Premium,01/05/2015,3897,0,Medium,7,0,0.00%,"2,094.09",299.16
CUST00807,Paul Smith,49,Male,Data Analyst,Poland,Krakow,Premium,21/10/2021,1532,0,Medium,8,0,0.00%,"1,820.47",227.56
CUST00808,Rebecca Young,37,Female,Graphic Designer,United Kingdom,Edinburgh,Savings,18/08/2014,4153,0,Low,4,0,0.00%,234.16,58.54
CUST00809,Ryan Walker,56,Male,HR Manager,United Arab Emirates,Sharjah,Premium,12/11/2014,4067,0,High,2,0,0.00%,536.39,268.2
CUST00810,Wei Park,30,Male,Operations Manager,United Kingdom,Birmingham,Checking,16/04/2019,2451,0,Low,3,0,0.00%,348.86,116.29
CUST00811,Thomas Nguyen,56,Male,Nurse,France,Nice,Checking,28/12/2016,3290,0,Low,7,0,0.00%,"1,505.04",215.01
CUST00812,Fatima Harris,33,Female,Consultant,United Kingdom,London,Checking,19/03/2022,1383,0,Medium,6,0,0.00%,"3,495.84",582.64
CUST00813,Lisa Wilson,58,Female,Small Business Owner,United States,Phoenix,Premium,08/07/2022,1272,0,Low,8,0,0.00%,"1,130.54",141.32
CUST00814,Sandra Lopez,49,Female,Sales Manager,France,Paris,Savings,21/05/2018,2781,0,Medium,5,1,20.00%,"3,053.26",610.65
CUST00815,Sven Silva,62,Male,Physician,Poland,Krakow,Premium,08/02/2016,3614,0,Low,3,0,0.00%,665.32,221.77
CUST00816,Kwame Jackson,63,Male,Teacher,Japan,Yokohama,Checking,22/03/2015,3937,0,Low,6,0,0.00%,754.3,125.72
CUST00817,Lisa Harris,50,Female,Plumber,Netherlands,Rotterdam,Checking,03/10/2014,4107,0,Low,4,0,0.00%,288.18,72.05
CUST00818,Klaus Young,43,Male,Lawyer,United Kingdom,Edinburgh,Business,23/02/2021,1772,0,High,6,0,0.00%,719.78,119.96
CUST00819,Gary Gonzalez,55,Male,HR Manager,Japan,Osaka,Savings,14/08/2018,2696,0,Low,3,0,0.00%,258.35,86.12
CUST00820,Carol Lee,48,Female,Pharmacist,Australia,Sydney,Savings,27/07/2015,3810,0,Low,7,0,0.00%,818.46,116.92
CUST00821,Emily Dubois,48,Female,Pharmacist,United States,Phoenix,Savings,10/09/2021,1573,0,Low,8,0,0.00%,"2,332.57",291.57
CUST00822,Hiroshi Ramirez,38,Male,Nurse,Japan,Osaka,Savings,27/10/2016,3352,0,Low,6,0,0.00%,612.14,102.02
CUST00823,Sven Scott,46,Male,Project Manager,India,Mumbai,Checking,25/06/2019,2381,0,Low,7,0,0.00%,749.56,107.08
CUST00824,Robert Schmidt,27,Male,Student,Australia,Melbourne,Savings,03/10/2019,2281,0,Medium,1,0,0.00%,66.4,66.4
CUST00825,Eric Lopez,47,Male,Real Estate Agent,Japan,Yokohama,Premium,25/06/2013,4572,0,Medium,6,0,0.00%,"1,115.73",185.96
CUST00826,Linda Davis,58,Female,Physician,South Korea,Seoul,Savings,21/01/2016,3632,0,Low,2,0,0.00%,153.86,76.93
CUST00827,Eric Robinson,26,Male,Consultant,France,Marseille,Checking,20/11/2014,4059,0,Medium,5,0,0.00%,670.97,134.19
CUST00828,Patricia Carter,36,Female,Physician,France,Lyon,Savings,09/02/2021,1786,0,Low,6,0,0.00%,472.52,78.75
CUST00829,Jacob Mensah,30,Male,Small Business Owner,India,Hyderabad,Premium,07/02/2016,3615,0,Medium,3,0,0.00%,206.02,68.67
CUST00830,Ingrid Hall,39,Female,Consultant,India,Chennai,Checking,31/10/2020,1887,0,Medium,4,0,0.00%,393.2,98.3
CUST00831,Freya Lee,38,Female,Accountant,Brazil,Rio de Janeiro,Checking,18/11/2018,2600,0,Medium,10,0,0.00%,"2,807.25",280.73
CUST00832,Ronald Ivanov,43,Male,Software Engineer,Poland,Krakow,Checking,10/09/2015,3765,0,Medium,9,1,11.10%,"2,633.60",292.62
CUST00833,Kofi Campbell,44,Male,Freelance Writer,Germany,Munich,Premium,28/04/2020,2073,0,Low,4,0,0.00%,358.36,89.59
CUST00834,Ingrid Roberts,41,Female,Civil Engineer,Canada,Ottawa,Checking,04/04/2016,3558,0,High,12,0,0.00%,"2,192.18",182.68
CUST00835,Amara Torres,45,Female,Consultant,Ireland,Cork,Checking,24/09/2016,3385,0,Low,8,1,12.50%,"1,630.70",203.84
CUST00836,Hiroshi Rodriguez,45,Male,Teacher,United States,Chicago,Checking,01/12/2021,1491,0,Low,4,0,0.00%,"1,245.73",311.43
CUST00837,Eric Harris,18,Male,Nurse,United States,New York,Checking,08/07/2017,3098,0,Low,8,0,0.00%,"2,452.40",306.55
CUST00838,Eric Kim,37,Male,Architect,Nigeria,Abuja,Premium,15/05/2023,961,0,High,8,0,0.00%,"1,536.03",192
CUST00839,Elizabeth Johnson,18,Female,Police Officer,Mexico,Mexico City,Checking,26/07/2016,3445,0,Low,10,1,10.00%,"3,110.23",311.02
CUST00840,Barbara Muller,34,Female,Operations Manager,United Kingdom,London,Checking,15/11/2019,2238,0,Low,4,0,0.00%,"1,279.81",319.95
CUST00841,Laura Mitchell,58,Female,Operations Manager,United States,New York,Checking,07/09/2014,4133,0,Medium,6,0,0.00%,768.12,128.02
CUST00842,Noor Martinez,26,Female,Customer Support Rep,United States,Phoenix,Checking,17/01/2023,1079,0,Medium,6,0,0.00%,482.14,80.36
CUST00843,Susan Gonzalez,18,Female,Retired,France,Lyon,Premium,16/12/2017,2937,0,Low,2,0,0.00%,153.06,76.53
CUST00844,Hiroshi Young,39,Male,Project Manager,France,Lyon,Savings,28/08/2017,3047,0,Low,3,0,0.00%,"1,583.52",527.84
CUST00845,Richard Rivera,22,Male,Real Estate Agent,Germany,Hamburg,Checking,16/01/2016,3637,0,Low,4,0,0.00%,413.33,103.33
CUST00846,Nancy White,51,Female,Data Analyst,United Kingdom,Edinburgh,Premium,05/04/2018,2827,0,Low,3,0,0.00%,235.25,78.42
CUST00847,Benjamin Khan,25,Male,Police Officer,Brazil,Brasilia,Savings,19/10/2013,4456,0,Low,4,0,0.00%,247.43,61.86
CUST00848,Carol Mitchell,18,Female,Electrician,Mexico,Monterrey,Premium,03/02/2019,2523,0,Low,11,0,0.00%,834.59,75.87
CUST00849,Steven Haddad,56,Male,Data Analyst,Poland,Warsaw,Premium,18/09/2019,2296,0,Low,8,2,25.00%,"1,986.69",248.34
CUST00850,Emily Campbell,42,Female,Chef,United States,Boston,Savings,26/02/2013,4691,0,Medium,5,0,0.00%,"1,114.13",222.83
CUST00851,Donna Williams,18,Female,HR Manager,Singapore,Singapore,Checking,08/12/2013,4406,0,Medium,8,0,0.00%,"1,471.01",183.88
CUST00852,Paul Ramirez,21,Male,University Professor,Australia,Brisbane,Checking,05/09/2023,848,0,Low,2,1,50.00%,478.82,239.41
CUST00853,Kimberly Okafor,34,Female,HR Manager,United States,Chicago,Business,11/11/2022,1146,1,High,10,3,30.00%,"1,123.50",112.35
CUST00854,Thomas King,45,Male,Physician,United States,Houston,Savings,22/04/2021,1714,0,Low,4,0,0.00%,456.84,114.21
CUST00855,Scott Kim,69,Male,Project Manager,United Kingdom,Manchester,Savings,08/09/2015,3767,0,Low,7,0,0.00%,"1,902.72",271.82
CUST00856,Nicholas Thompson,38,Male,Retail Manager,India,Hyderabad,Checking,24/09/2014,4116,0,Low,2,0,0.00%,539.81,269.91
CUST00857,Michelle Jones,33,Female,Retired,United Kingdom,Leeds,Checking,23/08/2019,2322,0,Medium,3,0,0.00%,253.38,84.46
CUST00858,Klaus Nelson,30,Male,Physician,United Kingdom,Edinburgh,Business,01/04/2019,2466,0,High,6,0,0.00%,983.5,163.92
CUST00859,Klaus Robinson,26,Male,Retired,Canada,Ottawa,Premium,04/07/2013,4563,1,High,8,2,25.00%,"3,719.55",464.94
CUST00860,Stephanie Miller,43,Female,Small Business Owner,Canada,Ottawa,Checking,17/06/2023,928,0,Low,6,0,0.00%,341.12,56.85
CUST00861,Carol Santos,46,Female,Student,United States,Houston,Savings,15/03/2022,1387,0,Low,4,0,0.00%,255.44,63.86
CUST00862,Rebecca Ali,47,Female,Freelance Writer,United Kingdom,Leeds,Premium,20/06/2017,3116,0,Low,2,0,0.00%,61.93,30.97
CUST00863,Joshua Patel,44,Male,Sales Manager,India,Delhi,Premium,25/02/2020,2136,0,Low,9,0,0.00%,"1,761.53",195.73
CUST00864,Linda Okafor,45,Female,Lawyer,Australia,Brisbane,Checking,19/12/2022,1108,0,Low,4,0,0.00%,367.51,91.88
CUST00865,Ahmed Taylor,51,Male,Freelance Writer,United States,Chicago,Checking,12/07/2018,2729,0,Low,4,1,25.00%,533.37,133.34
CUST00866,Wei Sanchez,40,Male,Data Analyst,United Kingdom,Leeds,Business,02/09/2015,3773,0,Low,1,0,0.00%,139.22,139.22
CUST00867,Kenneth Singh,61,Male,Consultant,United States,Los Angeles,Savings,29/08/2022,1220,0,Low,3,0,0.00%,570.22,190.07
CUST00868,Timothy Harris,38,Male,Consultant,India,Bengaluru,Business,05/04/2017,3192,0,Medium,3,0,0.00%,564.37,188.12
CUST00869,Nancy Hall,56,Female,Architect,United States,Boston,Checking,06/12/2016,3312,0,Low,4,1,25.00%,"3,341.22",835.31
CUST00870,Arjun Robinson,36,Male,Civil Engineer,Canada,Montreal,Savings,04/03/2022,1398,0,Low,3,0,0.00%,"1,823.07",607.69
CUST00871,Jessica Miller,41,Female,Marketing Specialist,Germany,Munich,Checking,06/03/2014,4318,0,Low,6,0,0.00%,"1,469.19",244.87
