transaction_id,customer_id,customer_name,age,gender,occupation,home_country,home_city,account_type,account_age_days,transaction_date,transaction_time,transaction_hour,merchant_id,merchant_name,merchant_category,transaction_amount,currency,payment_method,device_type,is_new_device,login_attempts_failed,transaction_country,transaction_city,country_mismatch,transactions_last_24h,previous_fraud_flag,card_present,risk_score,is_fraud
TXN0003115,CUST01428,Deborah Martinez,42,Female,Freelance Writer,United States,Los Angeles,Checking,2826,24/05/2024,11:42:40,11,MER0002,GreenBasket Grocers,Grocery,23.79,INR,Contactless/NFC,Mobile - iOS,0,1,India,Chennai,1,2,0,1,4.05,0
TXN0003116,CUST00748,Lisa Mitchell,50,Female,Data Analyst,United Kingdom,Leeds,Savings,2741,24/05/2024,11:47:14,11,MER0002,GreenBasket Grocers,Grocery,55.29,GBP,Credit Card,Mobile - iOS,0,0,United Kingdom,Leeds,0,1,0,0,0.55,0
TXN0003117,CUST02787,Brandon Rivera,35,Male,Data Analyst,United Kingdom,Manchester,Savings,2538,24/05/2024,12:04:41,12,MER0020,Cafe Lumiere,Restaurants,62.14,GBP,Debit Card,Mobile - iOS,0,0,United Kingdom,Leeds,0,0,0,1,0.44,0
TXN0003118,CUST01621,Christopher Dubois,35,Male,Accountant,India,Chennai,Checking,1503,24/05/2024,12:46:20,12,MER0017,Bella Cucina,Restaurants,12.51,INR,Bank Transfer,Desktop - macOS,0,0,India,Mumbai,0,1,0,0,0.33,0
TXN0003119,CUST02055,Robert Anderson,40,Male,Physician,France,Paris,Savings,2936,24/05/2024,12:52:10,12,MER0025,Urban Threads,Fashion & Apparel,35.18,EUR,Bank Transfer,Mobile - iOS,1,0,France,Paris,0,5,0,1,2.27,0
TXN0003120,CUST02390,Arjun Johnson,31,Male,Small Business Owner,United States,Phoenix,Checking,1596,24/05/2024,13:13:30,13,MER0034,QuickFuel Stop,Fuel & Gas Stations,85.74,USD,Debit Card,,0,0,United States,Seattle,0,1,0,0,0.6,0
TXN0003121,CUST02545,Gary Muller,49,Male,Physician,India,Delhi,Savings,2657,24/05/2024,13:14:55,13,MER0019,Spice Route Kitchen,Restaurants,51.29,INR,Bank Transfer,POS Terminal,0,0,India,Bengaluru,0,2,0,1,0.38,0
TXN0003122,CUST01373,Amy Nelson,41,Female,University Professor,Mexico,Monterrey,Checking,3078,24/05/2024,13:39:00,13,MER0013,Grand Horizon Hotels,Hotels & Lodging,40.94,MXN,Mobile Wallet,Mobile - iOS,0,0,Mexico,Guadalajara,0,1,0,1,0.26,0
TXN0003123,CUST01267,Mark Torres,41,Male,Student,United States,Los Angeles,Checking,3492,24/05/2024,13:51:01,13,MER0037,Wellness Drug Store,Healthcare & Pharmacy,117.48,USD,Credit Card,Tablet,0,0,United States,Miami,0,2,0,0,1.46,0
TXN0003124,CUST01344,Jennifer Scott,48,Female,Retail Manager,Brazil,Rio de Janeiro,Premium,789,24/05/2024,14:02:12,14,MER0008,GadgetZone,Electronics,464.34,BRL,Credit Card,Mobile - iOS,0,2,Brazil,Brasilia,0,3,0,0,2.03,0
TXN0003125,CUST00831,Freya Lee,,Female,Accountant,Brazil,Rio de Janeiro,Checking,2600,24/05/2024,14:17:05,14,MER0004,SuperSave Foods,Grocery,54.2,BRL,Credit Card,Mobile - iOS,0,4,Brazil,Sao Paulo,0,0,0,0,1.11,0
TXN0003126,CUST01967,Karen Jones,48,Female,Consultant,Singapore,Singapore,Savings,4329,24/05/2024,14:26:24,14,MER0022,QuickCart Online,Online Retail,36.28,SGD,Credit Card,Mobile - Android,0,0,Singapore,Singapore,0,1,1,0,3.85,0
TXN0003127,CUST00212,Luca Brown,44,Male,Accountant,United Kingdom,Leeds,Premium,1641,24/05/2024,14:43:18,14,MER0028,Chic Avenue,Fashion & Apparel,48.81,GBP,Mobile Wallet,Mobile - Android,0,0,United Kingdom,London,0,0,0,0,0.22,0
TXN0003128,CUST01585,Benjamin Johnson,45,Male,Electrician,France,Nice,Savings,1945,24/05/2024,16:01:30,16,MER0037,,Healthcare & Pharmacy,100.66,EUR,Credit Card,Mobile - Android,1,0,France,Paris,0,0,0,1,1.14,0
TXN0003129,CUST01828,Betty Hall,30,Female,Plumber,Brazil,Salvador,Savings,2861,24/05/2024,16:30:11,16,MER0028,Chic Avenue,Fashion & Apparel,105.46,BRL,Bank Transfer,Desktop - macOS,1,0,Brazil,Sao Paulo,0,1,0,0,5.85,0
TXN0003130,CUST01481,Layla Patel,48,,Student,United States,Phoenix,Premium,786,24/05/2024,16:40:10,16,MER0027,TrendLine Apparel,Fashion & Apparel,113.22,USD,Bank Transfer,Mobile - iOS,0,0,United States,,0,4,0,0,1.41,0
TXN0003131,CUST02749,Raj Silva,59,Male,Financial Analyst,India,Bengaluru,Savings,4131,24/05/2024,17:59:09,17,MER0004,SuperSave Foods,Grocery,97.98,INR,Mobile Wallet,Mobile - Android,0,1,India,Bengaluru,0,1,0,1,0.4,0
TXN0003132,CUST02327,Camila Jones,55,Female,Real Estate Agent,Canada,Toronto,Savings,3983,24/05/2024,23:20:59,23,MER0004,SuperSave Foods,Grocery,69.64,CAD,Prepaid Card,Mobile - Android,0,1,Canada,Toronto,0,0,0,0,0.75,0
TXN0003133,CUST02398,Aiko Davis,40,Female,Retired,Mexico,Monterrey,Savings,3683,25/05/2024,05:21:36,5,MER0039,MetroPower Utility,Utilities,306.53,MXN,Credit Card,Mobile - iOS,0,0,Mexico,Mexico City,0,1,0,1,2.69,0
TXN0003134,CUST00401,Chidi Haddad,38,Male,Retail Manager,United States,Phoenix,Savings,950,25/05/2024,06:55:38,6,MER0012,Voyager Air,Travel & Airlines,363.37,USD,Credit Card,Desktop - macOS,0,4,United States,Boston,0,1,0,1,2.35,0
TXN0003135,CUST00057,Jessica Martinez,41,Female,Plumber,United States,Chicago,Business,2994,25/05/2024,08:08:01,8,MER0011,TransCity Airlines,Travel & Airlines,681.62,USD,Mobile Wallet,Mobile - iOS,0,0,United States,Chicago,0,1,1,1,5.62,0
TXN0003136,CUST00393,Mary Williams,31,Female,HR Manager,Brazil,Brasilia,Checking,2954,25/05/2024,08:17:05,8,MER0023,MarketPlace Direct,Online Retail,205.62,BRL,Mobile Wallet,Desktop - Windows,0,0,Brazil,Sao Paulo,0,2,0,0,0.33,0
TXN0003137,CUST02905,David Lee,27,Male,Teacher,Australia,Brisbane,Checking,1769,25/05/2024,08:32:19,8,MER0022,QuickCart Online,Online Retail,124.68,AUD,Debit Card,Mobile - Android,0,0,Australia,Perth,0,0,0,0,0.42,0
TXN0003138,CUST02231,Arjun Thompson,51,Male,,Australia,Perth,Premium,4268,25/05/2024,09:19:02,9,MER0034,QuickFuel Stop,Fuel & Gas Stations,32.75,AUD,Debit Card,Desktop - Windows,0,0,Australia,Perth,0,3,0,1,0.2,0
TXN0003139,CUST01094,Jessica Flores,50,Female,Software Engineer,United States,Miami,Premium,3289,25/05/2024,10:47:41,10,MER0004,SuperSave Foods,Grocery,233.18,USD,Credit Card,Mobile - Android,0,0,United States,Seattle,0,1,0,0,5.32,0
TXN0003140,CUST02281,Sven Torres,23,Male,Freelance Writer,United Kingdom,London,Checking,2920,25/05/2024,12:09:40,12,MER0034,QuickFuel Stop,Fuel & Gas Stations,79.01,GBP,Credit Card,Mobile - iOS,0,1,United Kingdom,Leeds,0,2,0,0,0.66,0
TXN0003141,CUST02164,Jacob Clark,62,Male,Lawyer,India,Mumbai,Checking,2590,25/05/2024,14:49:36,14,MER0023,MarketPlace Direct,Online Retail,72.67,EUR,Credit Card,POS Terminal,0,1,Germany,Hamburg,1,2,0,1,7.74,0
TXN0003142,CUST02896,Patricia Adams,56,Female,Graphic Designer,Japan,Osaka,Checking,1395,25/05/2024,16:30:43,16,MER0007,CircuitCity Direct,Electronics,199.7,JPY,Debit Card,Desktop - Windows,0,0,Japan,Tokyo,0,0,0,0,3.46,0
TXN0003143,CUST00832,Ronald Ivanov,43,Male,Software Engineer,Poland,Krakow,Checking,3765,25/05/2024,17:41:44,17,MER0034,QuickFuel Stop,Fuel & Gas Stations,47.96,PLN,Mobile Wallet,Mobile - Android,0,0,Poland,Warsaw,0,0,0,1,0.23,0
TXN0003144,CUST00872,George Anderson,,Male,Small Business Owner,France,Nice,Checking,2689,25/05/2024,19:41:49,19,MER0033,PetroMax Station,Fuel & Gas Stations,57.09,EUR,Credit Card,Tablet,0,2,France,Marseille,0,0,1,0,23.2,0
TXN0003145,CUST00954,Benjamin Ali,36,Male,Architect,United States,Seattle,Savings,2039,25/05/2024,19:57:41,19,MER0018,The Grill House,Restaurants,50.87,USD,Credit Card,POS Terminal,0,0,United States,Phoenix,0,3,0,1,0.2,0
TXN0003146,CUST00976,Larry Ramirez,47,Male,Real Estate Agent,United Kingdom,Manchester,Checking,2705,26/05/2024,02:23:55,2,MER0037,Wellness Drug Store,Healthcare & Pharmacy,33.04,GBP,Credit Card,Mobile - Android,0,1,United Kingdom,Leeds,0,0,0,0,0.89,0
TXN0003147,CUST01070,Gary Garcia,72,Male,Physician,India,Bengaluru,Savings,1477,26/05/2024,03:51:08,3,MER0014,StayEasy Inn,Hotels & Lodging,138.98,BRL,Credit Card,Desktop - Windows,0,1,Brazil,Brasilia,1,3,0,1,3.89,0
TXN0003148,CUST00201,Wei Okafor,32,Male,Retired,Brazil,Rio de Janeiro,Checking,2521,26/05/2024,07:03:55,7,MER0037,Wellness Drug Store,Healthcare & Pharmacy,27.73,BRL,Mobile Wallet,Mobile - Android,0,0,Brazil,Salvador,0,0,0,1,0.1,0
TXN0003149,CUST02734,Sofia Hernandez,40,Female,Retail Manager,United States,Miami,Checking,2020,26/05/2024,08:46:08,8,MER0009,SkyLine Airways,Travel & Airlines,"1,271.19",USD,Mobile Wallet,Mobile - iOS,0,1,United States,Chicago,0,0,0,1,0.23,0
TXN0003150,CUST02393,Kenneth Ivanov,40,,Financial Analyst,South Africa,Johannesburg,Savings,3652,26/05/2024,10:37:54,10,MER0033,PetroMax Station,Fuel & Gas Stations,73.09,ZAR,Debit Card,Desktop - macOS,1,1,South Africa,Johannesburg,0,1,0,1,1.23,0
TXN0003151,CUST01921,Joshua Scott,40,Male,Retail Manager,Brazil,Salvador,Premium,1676,26/05/2024,11:04:54,11,MER0035,National Gas & Go,Fuel & Gas Stations,90.76,BRL,Debit Card,Tablet,0,2,Brazil,Sao Paulo,0,1,0,0,1.05,0
TXN0003152,CUST01277,Noor Gonzalez,43,Female,Sales Manager,Australia,Brisbane,Business,2130,26/05/2024,11:34:57,11,MER0027,TrendLine Apparel,Fashion & Apparel,528.95,AUD,Mobile Wallet,Mobile - iOS,0,0,Australia,Perth,0,1,0,1,4.2,0
TXN0003153,CUST00292,Sarah Okafor,45,Female,Pharmacist,Canada,Ottawa,Premium,1505,26/05/2024,12:00:20,12,MER0002,GreenBasket Grocers,Grocery,55.5,CAD,Mobile Wallet,Mobile - Android,0,0,Canada,Montreal,0,2,0,0,0.34,1
TXN0003154,CUST02059,Christopher Gonzalez,46,Male,Lawyer,Canada,Ottawa,Savings,3731,26/05/2024,12:37:16,12,MER0022,QuickCart Online,Online Retail,326.9,CAD,Debit Card,Mobile - Android,1,0,Canada,Vancouver,0,1,0,0,10.92,1
TXN0003155,CUST01063,Diego Chen,33,Male,Civil Engineer,India,Delhi,Savings,2228,26/05/2024,12:38:31,12,MER0056,InstantWire Services,Money Transfer Services,197.62,INR,Credit Card,Desktop - macOS,1,4,India,Chennai,0,1,0,0,30.82,0
TXN0003156,CUST02588,Anastasia Walker,55,,Student,Japan,Nagoya,Checking,2543,26/05/2024,13:04:21,13,MER0046,ReBoot Repairs,Electronics Repair,61.16,JPY,Prepaid Card,Mobile - iOS,0,1,Japan,Yokohama,0,2,0,1,0.51,0
TXN0003157,CUST01785,Luca Hall,30,Male,Data Analyst,India,Bengaluru,Savings,3477,26/05/2024,13:04:30,13,MER0001,FreshMart,Grocery,23.94,INR,Credit Card,Desktop - macOS,0,0,India,Mumbai,0,1,0,0,0.53,0
TXN0003158,CUST01634,Santiago Roberts,35,Male,Real Estate Agent,Netherlands,The Hague,Checking,4130,26/05/2024,13:11:38,13,MER0033,PetroMax Station,Fuel & Gas Stations,70.2,EUR,Mobile Wallet,Tablet,0,0,Netherlands,Rotterdam,0,1,0,0,0.48,0
TXN0003159,CUST01720,Noor Carter,46,Female,Freelance Writer,Spain,Barcelona,Checking,3460,26/05/2024,13:45:04,13,MER0021,,Online Retail,300.3,EUR,Prepaid Card,Mobile - iOS,0,0,Spain,Madrid,0,0,0,0,0.63,0
TXN0003160,CUST00699,Luca Patel,33,Male,,France,Marseille,Savings,4692,26/05/2024,13:45:55,13,MER0020,Cafe Lumiere,Restaurants,67.01,EUR,Contactless/NFC,Mobile - iOS,0,0,France,Nice,0,0,0,1,0.38,0
TXN0003161,CUST01085,Daniel Park,37,Male,Small Business Owner,United Kingdom,Manchester,Checking,1478,26/05/2024,14:14:01,14,MER0009,SkyLine Airways,Travel & Airlines,"1,639.16",GBP,Bank Transfer,Mobile - iOS,0,0,United Kingdom,London,0,2,0,1,1.25,0
TXN0003162,CUST00817,Lisa Harris,50,Female,Plumber,Netherlands,Rotterdam,Checking,4107,26/05/2024,14:16:39,14,MER0035,National Gas & Go,Fuel & Gas Stations,43.76,EUR,Debit Card,Mobile - Android,0,0,Netherlands,The Hague,0,0,0,1,0.6,0
TXN0003163,CUST01742,Joshua Ramirez,66,Male,HR Manager,Germany,Munich,Savings,1181,26/05/2024,14:44:30,14,MER0020,Cafe Lumiere,Restaurants,14.6,EUR,Debit Card,Mobile - iOS,0,0,Germany,Berlin,0,4,0,1,1.17,0
TXN0003164,CUST01493,Hana Gonzalez,32,Female,Software Engineer,Brazil,Salvador,Checking,4325,26/05/2024,15:34:52,15,MER0034,QuickFuel Stop,Fuel & Gas Stations,27.76,BRL,Credit Card,Mobile - Android,0,0,Brazil,Sao Paulo,0,1,0,1,0.56,0
TXN0003165,CUST01108,Raj Schmidt,54,Male,Nurse,France,Marseille,Checking,2468,26/05/2024,15:58:15,15,MER0033,PetroMax Station,Fuel & Gas Stations,76.26,EUR,Bank Transfer,,0,0,France,Marseille,0,3,0,0,0.4,0
TXN0003166,CUST00299,Patricia Silva,35,Female,Plumber,India,Hyderabad,Checking,1946,26/05/2024,16:01:36,16,MER0001,,Grocery,31.97,INR,Credit Card,Mobile - iOS,0,0,India,,0,1,0,1,0.37,0
TXN0003167,CUST00497,Patricia Nelson,58,,Operations Manager,South Korea,Busan,Checking,1874,26/05/2024,17:47:52,17,MER0018,The Grill House,Restaurants,30.37,KRW,Mobile Wallet,,0,0,South Korea,Busan,0,0,0,1,0.77,0
TXN0003168,CUST02205,Laura Schmidt,24,Female,Chef,Canada,Montreal,Savings,1317,26/05/2024,18:50:56,18,MER0021,ShopSphere,Online Retail,105.98,CAD,Debit Card,Mobile - Android,0,0,Canada,Vancouver,0,1,0,1,0.33,0
TXN0003169,CUST02437,Laura Campbell,52,Female,Electrician,Spain,Madrid,Checking,3226,26/05/2024,20:30:31,20,MER0023,MarketPlace Direct,Online Retail,55.46,EUR,Credit Card,Desktop - Windows,0,0,Spain,Valencia,0,0,0,0,1.77,0
TXN0003170,CUST02168,Hana Santos,19,Female,Physician,United States,Boston,Savings,1805,26/05/2024,20:39:05,20,MER0053,,Gambling & Betting,148.22,USD,Mobile Wallet,Mobile - iOS,1,3,United States,New York,0,4,0,0,34.35,0
TXN0003171,CUST01577,Edward Mitchell,45,Male,Small Business Owner,South Africa,Cape Town,Checking,2514,26/05/2024,20:42:38,20,MER0013,Grand Horizon Hotels,Hotels & Lodging,"1,339.55",ZAR,Mobile Wallet,Mobile - Android,0,0,South Africa,Johannesburg,0,1,0,0,9.04,0
TXN0003172,CUST00609,Priya Miller,,Female,University Professor,Australia,Sydney,Checking,2694,26/05/2024,22:31:35,22,MER0006,ByteHub Store,Electronics,470.03,AUD,Credit Card,Mobile - Android,0,0,Australia,Brisbane,0,2,0,1,0.6,0
TXN0003173,CUST01893,Benjamin Campbell,49,Male,Consultant,Australia,Perth,Premium,4435,27/05/2024,03:53:27,3,MER0029,CineStar Theaters,Entertainment,97.34,AUD,Mobile Wallet,Desktop - Windows,1,2,Australia,Sydney,0,0,0,0,5.71,0
TXN0003174,CUST01829,Melissa Haddad,61,Female,Consultant,France,Nice,Premium,3689,27/05/2024,08:19:59,8,MER0023,MarketPlace Direct,Online Retail,39.41,EUR,Debit Card,POS Terminal,0,3,France,Paris,0,1,0,1,2.01,0
TXN0003175,CUST02285,Sharon Tanaka,50,Female,HR Manager,Mexico,Mexico City,Savings,2843,27/05/2024,09:07:32,9,MER0003,Urban Grocery Co.,Grocery,125.84,MXN,Debit Card,POS Terminal,0,0,Mexico,Guadalajara,0,1,0,1,0.29,0
TXN0003176,CUST02777,Donna Williams,66,Female,Freelance Writer,United States,Phoenix,Savings,3092,27/05/2024,10:28:34,10,MER0001,FreshMart,Grocery,16.59,NGN,Credit Card,Mobile - Android,0,0,Nigeria,Lagos,1,1,0,0,1.48,0
TXN0003177,CUST00906,Klaus Botha,68,Male,Sales Manager,United Kingdom,Edinburgh,Business,2453,27/05/2024,11:16:20,11,MER0007,CircuitCity Direct,Electronics,632.97,GBP,Mobile Wallet,Mobile - Android,0,0,United Kingdom,Manchester,0,1,0,0,1.38,0
TXN0003178,CUST01622,Lisa Harris,27,Female,Project Manager,Spain,Barcelona,Checking,4623,27/05/2024,11:36:00,11,MER0006,ByteHub Store,Electronics,448.43,EUR,Credit Card,Mobile - iOS,0,0,Spain,Barcelona,0,2,0,0,1.96,0
TXN0003179,CUST02317,Jacob Khan,49,Male,Lawyer,Mexico,Guadalajara,Savings,2249,27/05/2024,12:22:57,12,MER0006,ByteHub Store,Electronics,266.76,MXN,Credit Card,POS Terminal,0,1,Mexico,Monterrey,0,2,0,1,2.08,0
TXN0003180,CUST02125,Fatima Smith,53,Female,Consultant,Brazil,Salvador,Savings,2790,27/05/2024,13:14:53,13,MER0008,GadgetZone,Electronics,"2,156.30",BRL,Bank Transfer,Mobile - iOS,0,0,Brazil,Sao Paulo,0,0,0,1,19.81,0
TXN0003181,CUST00585,Elizabeth Flores,30,Female,Student,United States,Miami,Checking,1315,27/05/2024,13:20:34,13,MER0034,QuickFuel Stop,Fuel & Gas Stations,21.18,USD,Credit Card,Mobile - iOS,0,0,United States,Boston,0,2,0,0,1.31,0
TXN0003182,CUST01797,Gary Garcia,25,Male,Civil Engineer,Brazil,Brasilia,Checking,4141,27/05/2024,13:57:00,13,MER0037,Wellness Drug Store,Healthcare & Pharmacy,120.15,PLN,Credit Card,Desktop - macOS,0,0,Poland,Warsaw,1,1,0,0,7.77,0
TXN0003183,CUST00086,Mei Rossi,47,Female,Pharmacist,India,Delhi,Business,1884,27/05/2024,15:00:16,15,MER0002,GreenBasket Grocers,Grocery,49.49,INR,Debit Card,Mobile - Android,0,1,India,Hyderabad,0,1,0,1,0.14,0
TXN0003184,CUST00738,Nicholas Jones,39,Male,Plumber,Japan,Tokyo,Checking,1141,27/05/2024,15:34:31,15,MER0003,Urban Grocery Co.,Grocery,40.95,JPY,Debit Card,Tablet,0,2,Japan,Yokohama,0,0,0,0,2.12,0
TXN0003185,CUST02382,Arjun Young,32,Male,Retail Manager,India,Hyderabad,Savings,2684,27/05/2024,16:28:23,16,MER0001,FreshMart,Grocery,46.77,INR,Debit Card,Mobile - Android,0,0,India,Mumbai,0,5,0,0,2.18,0
TXN0003186,CUST00281,Isabella Ali,35,Female,Physician,United Kingdom,Birmingham,Savings,2578,27/05/2024,16:35:52,16,MER0021,ShopSphere,Online Retail,199.58,GBP,Credit Card,Mobile - iOS,0,0,United Kingdom,Edinburgh,0,2,0,0,0.58,0
TXN0003187,CUST02132,Andrew Schmidt,47,Male,Police Officer,United Kingdom,Birmingham,Savings,2278,27/05/2024,16:52:46,16,MER0002,GreenBasket Grocers,Grocery,54.22,GBP,Credit Card,Tablet,0,1,United Kingdom,Manchester,0,0,0,0,0.94,0
TXN0003188,CUST02037,Brian Moore,45,Male,Lawyer,Germany,Frankfurt,Savings,4438,27/05/2024,18:22:10,18,MER0014,StayEasy Inn,Hotels & Lodging,398.3,EUR,Credit Card,Desktop - macOS,0,1,Germany,Munich,0,0,0,1,0.89,1
TXN0003189,CUST01517,Mohammed Carter,40,Male,Teacher,Canada,Montreal,Checking,1385,27/05/2024,19:23:37,19,MER0017,Bella Cucina,Restaurants,141.05,CAD,Mobile Wallet,Desktop - Windows,1,0,Canada,Calgary,0,2,0,1,2.72,0
TXN0003190,CUST02745,William Santos,38,Male,Retail Manager,Spain,Barcelona,Checking,2354,28/05/2024,00:54:33,0,MER0024,OneClick Retail,Online Retail,354.8,EUR,Prepaid Card,Mobile - Android,0,1,Spain,Madrid,0,2,0,0,15.75,0
TXN0003191,CUST02710,Chioma Brown,41,Female,Retired,South Africa,Johannesburg,Checking,2207,28/05/2024,03:22:57,3,MER0031,StreamBox Media,Entertainment,88.85,ZAR,Debit Card,POS Terminal,0,0,South Africa,Cape Town,0,1,0,1,0.85,0
TXN0003192,CUST02626,Mateo Garcia,47,Male,Teacher,Mexico,Guadalajara,Savings,1530,28/05/2024,05:10:59,5,MER0037,Wellness Drug Store,Healthcare & Pharmacy,269.01,MXN,Credit Card,Desktop - macOS,1,1,Mexico,Guadalajara,0,1,1,0,73.12,1
TXN0003193,CUST02189,John Sanchez,40,Male,Graphic Designer,Australia,Sydney,Checking,1345,28/05/2024,07:00:12,7,MER0003,,Grocery,50.16,AUD,Debit Card,Desktop - macOS,0,5,Australia,Perth,0,2,0,1,4.62,0
TXN0003194,CUST01127,David Hill,18,Male,Real Estate Agent,Canada,Toronto,Savings,3850,28/05/2024,07:28:19,7,MER0021,ShopSphere,Online Retail,220.84,CAD,Mobile Wallet,Tablet,0,0,Canada,Montreal,0,2,0,0,2.39,0
TXN0003195,CUST01463,Sven Dubois,34,Male,Accountant,Singapore,Singapore,Savings,2391,28/05/2024,07:50:07,7,MER0009,SkyLine Airways,Travel & Airlines,468.66,SGD,Bank Transfer,Mobile - Android,0,1,Singapore,Singapore,0,2,0,0,0.64,0
TXN0003196,CUST02464,Margaret Dubois,52,Female,Retail Manager,United States,Houston,Checking,783,28/05/2024,08:47:10,8,MER0039,MetroPower Utility,Utilities,493.34,USD,Debit Card,,0,1,United States,Seattle,0,5,0,0,27.46,0
TXN0003197,CUST00228,Matthew Martin,18,Male,Freelance Writer,Brazil,Sao Paulo,Checking,1485,28/05/2024,10:52:15,10,MER0008,GadgetZone,Electronics,269.25,AED,Credit Card,Desktop - Windows,0,1,United Arab Emirates,Sharjah,1,0,0,0,33.41,0
TXN0003198,CUST00900,Layla Park,50,Female,HR Manager,United Arab Emirates,Sharjah,Savings,4347,28/05/2024,11:16:31,11,MER0004,SuperSave Foods,Grocery,30.23,AED,Mobile Wallet,Desktop - Windows,0,0,United Arab Emirates,Sharjah,0,1,0,0,0.12,0
TXN0003199,CUST01743,Hana Martinez,37,Female,Project Manager,Germany,Hamburg,Savings,3554,28/05/2024,11:30:49,11,MER0022,QuickCart Online,Online Retail,107.58,EUR,Credit Card,Mobile - iOS,0,1,Germany,Munich,0,0,0,0,1.9,0
TXN0003200,CUST02117,Pierre Dubois,33,Male,Chef,India,Mumbai,Savings,2959,28/05/2024,11:42:09,11,MER0004,SuperSave Foods,Grocery,24.79,INR,Credit Card,Mobile - Android,0,0,India,Hyderabad,0,1,0,1,0.25,0
TXN0003201,CUST02515,Sven Kim,22,Male,Consultant,Germany,Frankfurt,Savings,844,28/05/2024,13:25:54,13,MER0023,MarketPlace Direct,Online Retail,209.69,EUR,Credit Card,Mobile - Android,1,0,Germany,Hamburg,0,2,0,1,0.87,0
TXN0003202,CUST02280,Richard Adams,18,Male,Data Analyst,Japan,Nagoya,Premium,3257,28/05/2024,14:24:18,14,MER0035,National Gas & Go,Fuel & Gas Stations,24.53,JPY,Mobile Wallet,POS Terminal,1,0,Japan,Osaka,0,2,0,1,0.7,0
TXN0003203,CUST00229,Amy Haddad,48,Female,Freelance Writer,United States,Boston,Savings,3549,28/05/2024,14:50:46,14,MER0042,BuildRight Hardware,Home Improvement,147.54,USD,Mobile Wallet,Mobile - iOS,0,2,United States,Boston,0,0,0,1,1,0
TXN0003204,CUST01392,Rafael Jones,46,Male,Civil Engineer,Australia,Melbourne,Checking,4425,28/05/2024,15:00:59,15,MER0001,FreshMart,Grocery,75.84,AUD,Credit Card,Mobile - iOS,0,0,Australia,Melbourne,0,1,0,1,0.25,0
TXN0003205,CUST02108,Hiroshi Rodriguez,46,Male,Consultant,France,Lyon,Checking,2026,28/05/2024,15:51:02,15,MER0002,GreenBasket Grocers,Grocery,51.67,EUR,Bank Transfer,Mobile - Android,0,0,France,Paris,0,0,0,0,0.53,0
TXN0003206,CUST00849,Steven Haddad,56,Male,Data Analyst,Poland,Warsaw,Premium,2296,28/05/2024,16:31:49,16,MER0020,Cafe Lumiere,Restaurants,11.69,PLN,Credit Card,Mobile - Android,0,0,Poland,Krakow,0,0,0,1,0.22,0
TXN0003207,CUST00883,Patricia Mensah,45,Female,Financial Analyst,United Kingdom,Manchester,Checking,1381,28/05/2024,17:05:27,17,MER0023,MarketPlace Direct,Online Retail,184.63,GBP,Credit Card,Mobile - iOS,0,0,United Kingdom,London,0,0,0,1,0.23,0
TXN0003208,CUST00272,Linda Nelson,55,Female,Financial Analyst,Singapore,Singapore,Savings,4034,28/05/2024,17:17:48,17,MER0030,PlayZone Entertainment,Entertainment,24.64,SGD,Mobile Wallet,Mobile - Android,0,0,Singapore,Singapore,0,1,0,1,0.44,0
TXN0003209,CUST01439,Klaus Carter,31,Male,Freelance Writer,United Kingdom,Manchester,Business,4564,28/05/2024,18:43:48,18,MER0035,National Gas & Go,Fuel & Gas Stations,91.22,GBP,Credit Card,Mobile - Android,0,0,United Kingdom,Leeds,0,2,0,0,0.15,0
TXN0003210,CUST00783,Jason Sanchez,52,Male,Sales Manager,South Korea,Seoul,Checking,2697,28/05/2024,23:01:29,23,MER0043,HomeStyle Depot,Home Improvement,141.32,KRW,Credit Card,Tablet,0,1,South Korea,Seoul,0,1,0,1,0.43,0
TXN0003211,CUST01131,Mei Ramirez,44,Female,Student,Germany,Munich,Business,4709,28/05/2024,23:05:02,23,MER0039,MetroPower Utility,Utilities,114.63,EUR,Debit Card,Mobile - Android,0,3,Germany,Munich,0,1,0,0,1.81,0
TXN0003212,CUST00893,Kimberly Haddad,18,,Architect,Italy,Milan,Premium,3202,29/05/2024,01:11:24,1,MER0027,TrendLine Apparel,Fashion & Apparel,223.31,EUR,Mobile Wallet,Mobile - iOS,1,1,Italy,Rome,0,3,0,1,2.29,0
TXN0003213,CUST01248,Santiago Hill,34,Male,Consultant,Germany,Hamburg,Checking,3862,29/05/2024,02:08:50,2,MER0024,OneClick Retail,Online Retail,173.56,EUR,Debit Card,POS Terminal,0,0,Germany,Berlin,0,1,0,1,1.25,0
TXN0003214,CUST02002,Aoife Thompson,39,Female,University Professor,India,Delhi,Checking,1099,29/05/2024,03:28:58,3,MER0001,FreshMart,Grocery,43.48,INR,Credit Card,POS Terminal,0,2,India,Bengaluru,0,2,0,1,1.48,0
TXN0003215,CUST01524,Layla Johnson,40,Female,Physician,Ireland,Dublin,Premium,3538,29/05/2024,08:41:04,8,MER0032,GameSphere,Entertainment,40.23,EUR,Credit Card,Desktop - Windows,0,0,Ireland,Cork,0,3,0,0,0.34,0
TXN0003216,CUST01051,Anthony Carter,28,Male,Plumber,United Kingdom,Manchester,Checking,1061,29/05/2024,09:08:45,9,MER0034,QuickFuel Stop,Fuel & Gas Stations,349.12,GBP,Contactless/NFC,Desktop - Windows,0,0,United Kingdom,Birmingham,0,0,0,1,13.09,0
